Region,Country_code,Name,Sector,Substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Middle_East,JOR,Jordan,Waste incineration,CO2,0.020202261,0.020202261,0.021080621,0.02195898,0.022837339,0.023715698,0.024594057,0.025472417,0.026350776,0.027229135,0.028107494,0.029864212,0.031620931,0.034256008,0.036012727,0.038647804,0.040404523,0.0430396,0.045674678,0.048309755,0.051823192,0.055336629,0.058850066,0.063241862,0.067633658,0.071147094,0.072903813,0.074660531,0.07641725,0.077295609,0.079052327,0.080809045,0.082565764,0.084322482,0.08695756,0.089592637,0.094862793,0.101011307,0.107159821,0.114186695,0.122091927,0.12999716,0.138780752,0.147564344,0.156347936,0.163374809,0.179185275,0.18445543,0.188847226,0.192360663,0.19499574,0.19499574,0.198157833,0.201371204
Japan,JPN,Japan,Public electricity and heat production,CO2,265643.4263,243672.3494,254526.0926,304744.0791,298399.6589,290094.593,296890.1892,326524.3253,325787.5126,330699.1599,303556.4987,298588.0344,271177.6938,279906.089,311927.706,295123.0073,296200.7412,298401.7652,328272.6064,341813.2872,389686.092,390884.8333,396164.3567,378508.7567,418697.4604,407640.6454,413342.6643,406199.1647,389798.2624,415318.8063,425754.8836,419003.792,448859.9691,467764.8922,462206.8326,471114.9629,459802.4382,509578.7251,487161.8667,458793.2576,500365.5121,560475.0697,610320.3749,620183.9833,590731.5566,564361.9494,565100.1816,550537.2432,521270.4744,497762.1052,482234.8382,481885.7826,432855.2186,397903.9517
Japan,JPN,Japan,Other Energy Industries,CO2,37073.01826,39623.16182,42257.37489,51225.83627,50241.12932,46513.70002,49814.52891,48764.1397,45853.94887,45769.77046,43716.58992,40995.5284,51569.12991,47759.84244,47842.87261,48617.51727,45788.29149,44439.52065,46689.44144,47072.72832,49246.5523,48694.94419,48726.93135,50166.37734,51561.2337,51229.54231,51534.5945,53150.76445,52363.18443,53209.40703,50802.69883,49211.91691,49202.15698,48738.86193,48817.77783,48423.42141,48197.62565,49957.13397,45837.68784,45214.914,47607.38474,45309.8594,45176.03206,45210.02557,43958.14589,43247.18088,41450.64954,38858.16085,39869.74695,38469.37763,33293.88752,34124.46205,34073.04907,31799.35481
Japan,JPN,Japan,Manufacturing Industries and Construction,CO2,260174.3267,262255.4269,275640.9018,300157.6883,296431.8349,269340.1497,273240.0901,261073.0448,243653.5556,253733.019,241020.1885,224170.2946,229315.9734,220600.5463,233258.4856,231374.4317,222963.9129,220600.5854,231158.8264,236407.0496,262532.0235,261059.8335,256545.0403,255061.6406,257682.8757,262694.5986,262093.0329,255001.0772,232011.3166,235166.6483,239713.7646,234339.5613,236622.6796,233421.5963,232486.4832,234358.0253,235032.7707,231909.5847,211884.8022,200034.9,211893.0198,218444.0844,214685.6812,215406.8223,209047.4444,201279.9724,194648.4477,195189.5545,194315.2404,186962.0127,171931.3499,181613.8017,165426.4506,155229.6766
Japan,JPN,Japan,Domestic aviation,CO2,2968.289205,3216.823967,3783.474241,4267.518357,4589.711748,5191.002666,5264.302415,5773.800496,6353.476766,7072.074188,7489.062835,7154.97892,7002.255171,6801.983916,7139.249387,7454.30247,7839.234287,7992.018348,8272.012191,8672.852994,7301.394025,7913.409738,8452.368008,8857.398235,9330.846412,10477.81637,10281.84664,10952.3668,10917.4706,10736.07445,10801.15871,10848.63409,11060.4881,11191.13131,10786.98324,10924.11214,11307.92074,11002.12251,10396.5897,9895.017598,9299.87636,9105.875771,9634.290149,10211.2101,10253.399,10169.05307,10269.84501,10452.53605,10584.28357,10553.24321,5281.359438,6856.746043,9700.060337,10950.19341
Japan,JPN,Japan,Road transportation no resuspension,CO2,72725.60159,80203.96038,85910.88166,94187.84087,93044.64129,98155.76668,104866.194,110415.5618,119046.5631,125855.8058,127871.5433,129310.7423,125220.0336,130795.6575,133405.4707,135697.8723,140827.36,146630.357,154424.746,165905.948,190272.0483,199479.4589,203862.4137,208767.3532,220123.3767,226711.6871,231872.2349,232463.8932,233467.6181,236105.134,235363.1542,237883.0007,233044.2855,231066.8613,232595.679,229676.2362,225777.9532,219358.567,211742.487,206946.2609,208259.6591,203035.0256,199930.8307,196823.4907,190744.9225,190534.6637,187926.2575,185984.3741,183367.0325,179362.1932,165834.3332,165930.949,166313.3023,159568.3034
Japan,JPN,Japan,Rail transportation,CO2,7924.696728,5511.538586,5758.34457,5151.910664,4913.989616,3623.948102,3725.523308,3856.914722,4118.495666,4130.419297,3996.293222,3378.968211,2941.457354,2553.738044,2537.954484,2307.518608,2414.844922,2200.191976,2102.335486,2017.105836,950.9063117,940.2797305,915.5028838,865.0544751,856.7624629,836.369142,824.625872,794.5539915,788.8657359,743.0735463,721.8720756,691.3212254,682.6851132,644.6840485,668.4493485,663.8891327,637.6108583,639.991088,616.4952288,602.6780101,583.9525454,566.1235667,565.5910728,547.7734383,532.2393432,530.8566236,506.4729699,527.7441061,499.1485049,497.748786,495.7106006,495.7106006,495.7106006,475.556985
Japan,JPN,Japan,Inland navigation,CO2,10599.88533,13018.16792,11725.04936,14131.83008,17274.68774,18167.7157,17856.26688,17740.58272,17931.2345,18078.43452,17887.55253,13839.01451,13125.55857,12301.32512,14161.16027,13666.8552,13547.93737,13918.30171,14970.9392,16006.08088,13437.98887,13996.73687,13788.49155,13628.73762,13931.37363,14425.46202,15293.93451,16260.68191,14488.33372,14415.01849,14657.75511,14199.02988,14327.99793,13937.51887,12742.1086,12753.51298,12410.28883,11908.6886,11054.36113,10192.17825,10506.86171,10320.26751,10568.58782,10444.90737,10436.87426,10108.57855,10205.63725,10085.49947,10058.28303,9945.811423,9618.21972,9951.644579,10077.38155,8638.896431
Japan,JPN,Japan,Other transportation,CO2,316.5349858,333.0211239,342.9130064,352.8045639,240.6985277,323.1295664,300.04884,540.7473677,487.9916438,425.3440451,224.2123897,313.2376916,243.9958219,201.1316555,184.6455174,184.6455174,240.6985277,161.5647832,204.4289497,204.4289497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,Japan,Residential and other sectors,CO2,94118.72458,101796.0179,108343.2423,123358.096,120662.6108,118389.389,124477.3259,126438.6482,132478.5014,132108.3243,124851.2107,128840.8614,119656.5842,125256.8695,136299.3849,131807.6676,136465.5465,137101.6091,150881.2711,146595.7613,138393.7188,140637.8157,144931.1122,150532.2239,146293.8694,154852.4373,157555.8256,157875.2248,161108.992,168273.2684,171543.964,171815.6157,180538.314,175248.8271,175699.9384,175303.9387,167912.7842,162995.1859,151606.6199,145408.467,144409.7057,141558.6152,137860.0037,141777.6769,135320.2182,131963.986,129195.9613,133464.2848,125665.3463,124706.2348,121943.929,117281.1838,115158.8662,109051.8494
Japan,JPN,Japan,Fugitive emissions from solid fuels,CO2,13692.26272,13274.63469,14635.35106,10613.36359,25229.41186,17082.23239,17024.4157,16090.75507,15346.31852,15354.98212,38487.86957,46428.17087,38690.38408,36420.05436,41825.41899,39809.74652,39108.79385,35802.8073,37921.44302,38997.10338,20806.46219,19249.28376,16803.85519,16620.32112,13139.1991,12551.38457,11844.09031,10228.31446,8187.9896,9424.750762,9701.368263,9165.758631,9518.711167,9055.063917,9509.548234,12976.15246,13358.82557,12600.35776,12681.51052,12538.12848,12577.50406,11494.75018,10906.80342,11831.53216,11660.7657,11316.69706,11408.76214,11290.57607,12052.18842,11395.10576,10203.99818,11192.39206,1323.522552,5.671000821
Japan,JPN,Japan,Fugitive emissions from gaseous fuels,CO2,163.7959645,156.2436533,266.3333778,180.339409,132.6672844,234.7250933,227.5322977,271.0487644,271.0487644,309.5301067,349.1704978,367.9117644,281.6779912,409.9496311,363.2363467,435.3241512,319.0006578,372.7468667,358.5211466,109.1306978,1389.55911,1523.479625,1555.398613,1631.258117,1553.717,1684.448812,1580.271936,1466.528248,1361.526277,1382.480565,1213.091446,1122.540415,1082.067356,944.4883464,909.1192078,821.859945,627.2713362,617.0657236,583.3159656,586.1829295,619.011182,657.7046781,663.1063659,699.5155368,729.81872,620.4981323,625.3262731,693.8675695,697.0256896,681.0006978,676.9737878,777.5341873,914.6988833,322.9648968
Japan,JPN,Japan,Fugitive emissions from liquid fuels,CO2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,67.870692,76.03726152,69.62810622,81.85696473,92.99330358,99.14657218,97.40299993,97.32099866,100.8460608,104.4735713,111.0033179,94.4257129,100.1781139,106.8110799,111.8866539,112.8338429,91.44245918,92.0473166,75.77036719,64.12672724,83.25680221,85.35215711,81.6085314,76.48049894,63.47133491,72.97322071,78.46486835,71.87775694,71.55470866,55.93719796,58.2991385,54.37593143,103.1235467,97.39338879
Japan,JPN,Japan,Fugitive emissions from oil and gas,CO2,0.323833748,0.332032993,0.346429087,0.393220146,0.393741057,0.388625083,0.412724052,0.434994722,0.419173984,0.411257339,0.369897078,0.348156894,0.737613086,0.785816827,0.753247906,0.741118144,0.690225014,0.684980489,0.707801806,0.723344921,0.787656437,0.888991716,0.872204109,0.835620249,0.838807296,0.845465562,0.823498123,0.89653581,0.914254339,0.962545877,1.125171477,1.170115821,1.307405498,1.363290899,1.399496293,1.483842576,1.565643745,1.74490883,1.622989856,1.624481306,1.517335221,1.535372979,5.979975174,1.15877856,2.498226173,5.619779989,5.116242086,1.011086137,0.913811682,0.85431618,0.782395447,0.774856925,0.724956086,0.682642668
Japan,JPN,Japan,Cement production,CO2,28256.8,29284.2,32619.6,38347.1,35819,32029.5,33525.6,35599.7,41261.4,42583,42592,40873.6,38816.7,38751.1,37714.2,34700.4,33867.5,33938.4,36627.2,37538.7,39651.36024,41337.40821,42688.84214,42236.70976,43335.66881,43176.77163,43604.53567,40906.41805,36230.88344,35869.75444,36154.56,35219.08,33164.56,32579.56,31825.04,32761.56,32450.08,31140.2,28936.44,25581.4286,24585.08,25419.68,25939.16,27094.6,26817.96,26159.64,26226.72,26702.52,26509.08,25632.36,24711.44,24656.62216,26092.7056,24615.76
Japan,JPN,Japan,Lime production,CO2,6878.7,7439.4,8150.4,8861.4,8410.95,6878.7,6882.15,6766.5,6793.65,7221,7012.8,6020.1,5832.975,5577.15,5815.275,5590.725,5037.6,5238.975,5794.2,6364.35,5847.940133,5716.588368,5209.550778,5118.884464,5029.227318,5077.510191,5072.200875,5172.752874,4940.011166,4996.967312,5169.378961,5689.6875,5564.96475,5964.83325,6380.20575,6659.39775,6760.704,7019.25,7146,5059.5,6410.25,6003.75,5685.75,5714.25,5933.25,5502,5505.75,5573.25,5681.25,5490.75,4365.75,4989.75,4676.25,4650
Japan,JPN,Japan,Limestone and dolomite use,CO2,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.14025,2541.249055,2541.031454,2541.357869,2540.813891,2541.90208,2539.726632,2544.081258,2535.170291,2552.835463,2518.923337,2297.532529,2048.650902,1843.733309,1839.79387,1759.923776,1736.938901,1661.516975,1602.789626,1596.151217,1634.227283,1704.177341,1381.787974,1188.282357,1141.529996,1251.960116,1286.530395,1374.506017,1215.223346,1016.012824,1038.939379,1138.097709,1204.165692,1274.394748,1197.595013,1161.303135,1070.563126,994.0759947,933.47853,845.1591073,700.1808229,687.7328581,687.7328581,648.8045832
Japan,JPN,Japan,Soda ash production and use,CO2,850.0184938,850.0184938,862.6873284,909.743001,882.5954979,746.8579808,722.1235891,1085.900134,1116.064026,900.6938333,1085.900134,783.0546523,772.7989286,733.5858683,689.5465851,702.8186976,678.6875839,723.9334225,776.9208567,846.9460987,816.6084096,823.1162456,772.693682,775.7232756,785.3462261,781.7159455,754.027742,796.2749824,699.1655839,688.9354358,717.7245379,725.9914492,700.5199149,722.9926601,735.0845668,702.4014683,656.3005494,642.4863552,568.0735556,493.1168504,533.7723405,394.281184,355.2278819,353.6351077,359.4340388,308.7152538,1508.675628,301.0223219,288.351971,256.9755728,244.6848515,240.3347918,240.3347918,226.7309357
Japan,JPN,Japan,Production of other minerals,CO2,362.9757747,367.9983996,373.157528,378.2991609,383.2307991,387.8159428,391.974092,395.7367459,399.1914039,402.4745651,405.6912293,408.8763962,411.981066,414.9317384,417.6164134,419.9615906,421.9287696,423.5774498,425.0161312,426.4093137,427.8724975,429.4588445,431.1312495,432.805989,434.355411,435.6915675,436.782171,437.670492,438.4339925,439.185026,440.001359,440.908755,441.871815,442.8325895,443.7051465,444.425639,444.97607,445.3709925,445.618019,445.735052,445.7349155,445.617221,445.373964,445.4995576,445.1308398,444.7624272,444.5679295,444.3735169,444.1791893,443.9151157,427.1636019,419.5693958,419.5693958,395.8201847
Japan,JPN,Japan,Production of chemicals,CO2,15793.28196,15315.58126,16445.98951,15642.66103,14095.18569,11761.75143,15883.95467,16108.30252,17614.04432,16245.21385,13483.10882,12588.8852,12589.85064,13840.69449,15146.99068,13528.68797,13884.63509,15240.37647,16729.79765,17451.41966,17328.26205,16876.06311,15654.39209,16030.85714,19197.42782,19424.1019,19184.67947,18623.4261,18281.87969,18640.59506,18654.71211,17927.03704,17389.83791,17666.16953,18033.93289,18154.47744,17989.98698,18467.21587,16543.49513,16114.35464,16981.1283,15984.65537,14575.45758,15132.88606,14865.60053,15127.33556,13960.51628,14507.13097,13784.23679,14165.6179,13448.97639,13876.4167,13767.96306,13137.68922
Japan,JPN,Japan,Production of metals,CO2,21195.00016,20154.62129,21353.97458,23978.80347,22741.10958,20229.41852,20031.06089,18598.53211,17990.52867,19155.69735,18201.13751,16529.95906,11130.6365,9905.381184,11303.83316,11083.90991,9899.160941,13663.22912,14016.44318,12925.81894,17391.6931,16423.89714,14662.19972,14684.50033,14588.82262,14609.67339,14230.67028,14568.37998,12955.11703,13743.47593,15953.78476,15568.01246,16412.65387,16644.01412,17104.78347,16910.88188,17469.92489,17808.24967,17226.87632,14330.62827,16517.33422,15109.13658,15057.05151,15417.96581,15668.47377,14753.66928,25385.36016,24666.79353,25457.96747,24631.37055,19676.39594,22927.03154,21052.0004,20613.23805
Japan,JPN,Japan,Non-energy use of lubricants/waxes (CO2),CO2,1414.322283,1427.437605,1481.330754,1642.67792,1394.525718,1288.16242,1184.781702,1198.527807,1214.293543,1305.973021,1246.242483,1236.408177,1140.049605,1159.59925,1216.816004,1254.781678,1229.42868,1227.323624,1283.577493,1335.289146,1393.591512,1378.74201,1343.814186,1292.038216,1357.956525,1333.828723,1382.003885,1376.382953,1322.383081,1285.947872,1251.46078,1213.698025,1205.616547,1184.72988,1172.868866,1169.761348,1173.070366,1109.845311,995.7094965,959.5525989,1010.674276,967.5515422,876.4566285,872.8534821,860.3420505,831.4873337,806.3768305,817.2456004,907.151015,885.6301165,816.3778652,829.4872767,726.2521728,708.0534873
Japan,JPN,Japan,Solvent and other product use: paint,CO2,2425.665394,2322.674358,2219.683325,2116.69229,2013.701257,1910.710221,1973.80322,2036.896217,2099.989214,2163.082211,2226.175208,2166.328153,2106.481098,2046.634042,1986.786987,1926.939931,1930.388746,1933.837558,1937.286373,1940.735185,2100.9054,1985.462995,1935.05595,1856.677937,1921.915046,1921.72507,1956.084115,1975.963176,1803.584032,1818.613887,1879.497898,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1781.746086,1696.14453,1738.393846,1572.482166,1488.528262
Japan,JPN,Japan,Solvent and other product use: degrease,CO2,291.4749838,282.1202816,272.7740594,263.4038702,253.9701855,244.4467398,250.0383471,255.5374936,260.9590333,266.3258849,271.6534573,265.6831689,259.6732622,253.6204509,247.5211728,241.3727137,240.9755709,240.5353028,240.0596009,239.5562384,239.0315723,251.6331591,246.1750895,249.1458407,250.1010815,255.2405868,257.0183356,252.4744489,244.5445255,234.9905157,237.1851046,231.7274331,227.2965834,222.5209043,224.7548481,218.8900101,216.6036517,206.6380353,203.410092,194.2916485,187.0423037,177.3556686,176.2346701,171.6511271,167.0564322,162.4502842,157.9375811,153.5725889,149.351193,144.8595431,139.6200347,142.3868642,141.7831244,136.1037537
Japan,JPN,Japan,Solvent and other product use: chemicals,CO2,183.7128287,178.076956,191.1661226,198.3181278,166.877268,146.9110965,169.1593539,176.2591855,209.4390313,210.9825626,179.5111983,177.9567574,191.5238263,204.0071578,203.3481472,193.9377557,195.4014058,211.8624216,219.9279548,220.2621834,218.0494836,213.0733652,197.8021032,203.9255985,211.9550782,217.8908149,211.1060466,195.6347414,162.7190778,169.4786019,162.4498618,146.1048353,132.2531554,127.4570057,121.7055816,116.1259814,112.3467554,104.9209304,91.115563,80.409186,90.3105863,76.5722485,68.3040501,62.5414691,61.2174112,65.2187206,63.1349092,62.39013,61.463028,63.3441996,60.90864338,62.63430786,62.2215597,58.89958698
Japan,JPN,Japan,Solvent and other product use: other,CO2,185.4908706,186.0880174,186.834192,187.1464693,188.0865634,188.7985383,191.1600639,193.8271664,196.7089022,198.93216,201.0317815,201.8677539,202.3750125,202.5556217,203.0315825,203.1991152,204.2077481,205.2492322,210.3591827,216.4657734,226.6923933,225.6880373,232.5850227,235.4232911,234.3162804,230.6198582,237.083002,239.857683,219.3009352,216.5620798,217.0667856,206.5000879,219.7636664,236.0039941,250.155351,255.6493324,264.522834,276.9434387,271.7831819,263.2984282,270.0540988,253.8000338,254.6348244,253.7045974,251.1995548,249.2903264,248.8222226,248.4284287,247.7931398,247.2206908,243.6633515,244.9282665,244.0800516,240.0175621
Japan,JPN,Japan,Other direct soil emissions,CO2,553.4571163,553.4571163,553.4571163,553.4571163,431.6714094,433.0856947,478.4999809,468.9142675,444.3999825,470.3285523,1266.571401,1385.999971,1484.999968,1516.42854,1492.857113,1433.142824,1445.714252,1352.999968,1368.714254,1359.285682,1275.999967,1178.571403,1145.571403,1178.885684,1263.585684,1203.085684,1174.014257,1132.999971,1083.971399,1086.799972,1047.19997,1079.571401,1150.285668,1053.171401,999.7428365,938.142836,115.1857054,766.5952117,866.2237762,724.1666374,663.0904437,778.3285382,723.3809193,725.7904449,664.1904458,634.7523532,685.1428265,667.6999684,638.2618743,618.0428273,642.9237827,610.604734,578.8583612,573.4672753
Japan,JPN,Japan,Waste incineration,CO2,2418.643122,2487.598543,2559.069868,2631.940347,2704.675563,2776.103539,2820.873701,2863.097281,2903.186847,2941.926169,2979.852084,3017.479233,3054.168753,3089.687401,3123.779648,3156.222194,3187.623432,3217.476854,3246.12787,3273.981478,3301.373394,3266.189215,3496.793484,3884.419335,4245.932523,5007.683371,4903.881998,5123.314472,5183.626896,5059.905301,4901.668122,4911.133624,4615.488298,4774.845427,4632.652166,4521.800618,4418.705112,4445.535022,5024.435168,4090.081995,3731.080171,3760.66062,3757.95446,4194.009631,3700.936733,4024.274118,3610.421137,3771.450488,3882.088591,3898.809085,3421.606755,3330.390825,3274.384762,3221.002646
Asia-Stan,KAZ,Kazakhstan,Public electricity and heat production,CO2,69610.91705,69610.91705,74023.53949,80165.38367,84121.32862,89285.89533,91238.51409,90198.0949,95693.95493,95903.30909,98217.3291,91411.30073,93393.98164,94711.58095,94306.28972,93777.0698,98755.652,102970.3736,102819.3381,101558.9901,109681.4884,108660.831,105096.2592,96471.29013,100061.8841,74479.45218,67666.07435,55283.0714,56767.60556,54117.67134,65977.93917,61358.10253,73187.26262,78870.09468,78343.82461,79550.98448,97934.33912,92395.70224,85962.75949,75864.85561,76365.9707,80324.03138,87567.46174,93153.62312,99042.41305,84407.56197,92790.31316,102163.7876,106763.7611,104922.1105,104013.9203,115763.6352,112296.817,110469.7111
Asia-Stan,KAZ,Kazakhstan,Other Energy Industries,CO2,2794.490749,2794.490749,2932.075533,3083.71733,3237.607724,3262.570294,3454.095709,3570.310162,4820.599675,4944.768044,5010.794259,5033.817683,5075.99882,5075.118354,5125.593863,5251.620651,5282.005915,5379.002988,5417.50584,5422.011854,5547.695848,5486.148379,6838.463714,5934.72309,5110.15525,5626.443364,4824.471377,4305.20736,4389.367696,4655.620412,5412.108013,6096.808098,12373.36349,14469.80674,18751.12636,19601.67855,20736.32725,22840.21892,35924.62584,37236.59237,47021.41381,45912.55083,43182.14804,48715.42583,5488.953319,10012.67689,13100.70825,13576.07105,13178.00038,11096.84033,11863.17836,15272.99789,16630.51205,16710.20209
Asia-Stan,KAZ,Kazakhstan,Manufacturing Industries and Construction,CO2,81269.46899,81269.46899,86377.90433,90777.20448,94074.49096,97026.83956,100492.4054,103957.9703,109722.5105,112685.4077,117160.163,109082.5279,98432.23511,88056.85416,78589.10621,71105.71651,66312.10431,75706.11285,79160.54352,76952.27148,80972.77442,85462.57983,88700.95507,75818.44826,60427.95928,59443.28589,49426.70274,43561.2266,43144.82262,36000.95498,21243.51609,27784.19541,20846.48806,26151.24056,33554.26006,38417.72361,27382.28377,39029.36042,67556.97824,52691.28187,57467.77866,69243.03162,63699.1059,69888.56347,48580.50807,38532.76193,38419.22237,37730.45764,32889.96771,27584.42856,28529.05853,29435.0658,29364.66814,29447.5806
Asia-Stan,KAZ,Kazakhstan,Domestic aviation,CO2,1078.585008,1078.585008,1120.293554,1148.480203,1179.361078,1297.720696,1284.525414,1289.587217,1311.303784,1318.141257,1284.03554,1346.021754,1386.424074,1441.54221,1487.700238,1503.803989,1520.754811,1540.440604,1562.116417,1577.526242,903.9083011,830.120294,756.3270286,267.5090792,381.2545408,529.4268033,333.583381,260.8866205,354.325447,412.3968098,477.6121829,167.4258852,219.499079,203.933044,259.0803231,280.4084382,304.7464422,345.1664875,383.9039796,274.8398645,534.0815768,503.0837453,273.2418581,226.292859,312.1376468,177.7287104,210.3757208,320.1039618,450.4949828,400.1860514,1.514912,500.2080998,422.9588541,457.6872183
Asia-Stan,KAZ,Kazakhstan,Road transportation no resuspension,CO2,3924.507662,3924.507662,4310.609456,4682.326489,5125.052192,5642.448256,6098.185754,6210.975971,6366.920406,6609.631697,7148.474361,7171.751593,7165.801506,7047.5189,6973.306304,6984.029604,7491.356191,7690.912904,7779.510327,7992.994265,12074.40192,15219.81934,13366.92657,11642.0332,8005.049829,7631.919078,7318.590262,6291.587452,6703.713121,4664.389251,7999.515755,7215.803915,8011.282292,7456.287848,8051.674358,8264.755508,9236.805742,10596.45319,12796.95474,11513.71169,11957.09482,12409.49144,13358.92097,12799.91,13435.51891,13882.70438,14800.83899,14168.56426,16871.79963,15879.10592,20635.71169,21149.81485,20801.40866,22068.7541
Asia-Stan,KAZ,Kazakhstan,Rail transportation,CO2,1695.002494,1695.002494,1760.547712,1804.84319,1853.372662,2039.375477,2018.639017,2026.593668,2060.721377,2071.466504,2017.869177,2115.280866,2178.773341,2265.391807,2337.929411,2363.236548,2389.874861,2420.811198,2454.874861,2479.091489,1420.497052,2007.635701,1679.343016,1259.507266,653.4286571,984.8780534,555.57216,482.9690467,861.76818,598.1276749,867.8386479,776.2955746,858.3688235,949.8512314,880.465488,962.4780715,943.5381189,1110.901683,587.1386489,618.7054563,606.0786089,536.6322074,733.099455,549.2953779,618.3039094,301.9526484,794.4070663,758.9604549,49.44405242,49.0849188,35.6464152,888.9053047,875.2052949,926.3414319
Asia-Stan,KAZ,Kazakhstan,Inland navigation,CO2,26.36675755,26.36675755,27.38635184,28.07539398,28.83029837,31.7236812,31.4011134,31.52485267,32.0557292,32.22287595,31.3891381,32.90443403,33.89209671,35.23949773,36.36786269,36.76153004,37.17590462,37.65713747,38.18701772,38.56372156,22.09666446,31.56648885,25.25337633,18.93996,9.47013561,12.62653626,6.31342374,6.31342374,9.47013561,6.31342374,9.47013561,9.47013561,9.47013561,9.47013561,9.47013561,9.47013561,9.47013561,12.62653626,15.78324813,31.56648885,56.81987259,15.78324813,17.26328193,37.87991259,15.78324813,28.47927537,22.15064631,32.33206366,,,,21.01864401,20.12228929,19.82169742
Asia-Stan,KAZ,Kazakhstan,Other transportation,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.4158529,24.76810062,27.8641548,27.8641548,34.05593808,30.9598839,37.15199226,40.24804644,34.05593808,,,,,204.4246585,121.2857424,31.1513757,962.3740264,121.3784749,92.82163953,100.3646646,16.16432347,19.96780551,87.91709552,87.10741213,88.2388008
Asia-Stan,KAZ,Kazakhstan,Residential and other sectors,CO2,10760.54984,10760.54984,11446.0654,12115.97003,12726.88098,14973.06223,14463.66298,15079.66025,15699.17939,16323.21838,18862.00514,20004.54263,20679.7839,21383.95,22474.48169,23211.41127,23824.21835,24610.8182,25350.1139,25764.05743,26628.02239,28667.25496,35934.91372,24825.57217,19786.79229,21811.43605,18129.99523,15428.82903,16034.86575,15296.42387,10001.31936,5809.538163,4043.682584,6658.408125,6536.479374,9777.78266,16349.59857,20840.34653,26620.57701,24273.13806,26833.31807,25553.7932,24453.35347,23335.95459,30103.54389,31617.14549,33140.78855,37204.81498,38438.25152,37578.4788,39271.03048,40567.03309,40295.57552,40717.66894
Asia-Stan,KAZ,Kazakhstan,Other Energy Industries,CO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.3659334,211.4962348,258.8459718,318.8225489,337.7625089,331.4493963,220.9660592,,,,,,,,,
Asia-Stan,KAZ,Kazakhstan,Fugitive emissions from solid fuels,CO2,415.0663369,413.2801866,423.2561968,437.5196352,443.9055912,452.3773716,477.5541186,484.7067783,566.7649409,574.9401599,565.8619714,557.7681602,561.1473481,556.750201,600.5031346,567.1090435,581.1881771,586.8061315,596.1817096,614.8005984,709.6251098,688.5265583,793.1883944,773.7852888,899.4846953,1116.913966,1189.955554,1448.621014,1473.064733,1801.287847,5340.657584,4877.814237,4855.033439,4950.582481,5446.332568,4538.991846,8756.16318,6647.269453,2329.130376,4266.009059,4434.102002,4908.517428,4763.691969,6386.450518,10826.4652,354.114799,293.5706754,272.2661944,278.7667362,266.3860927,262.580554,378.1574738,397.3672397,400.934177
Asia-Stan,KAZ,Kazakhstan,Fugitive emissions from gaseous fuels,CO2,60.83718939,60.83718939,62.05419645,63.43449516,64.79412916,61.45870589,66.9322014,68.83889611,123.3656776,126.6224763,126.3306973,126.3101114,127.5381781,127.4501274,131.1293096,137.790891,139.4730734,140.760888,142.5601151,143.960167,152.530262,145.2093073,213.1688642,140.8670888,110.4215402,138.9485922,108.5030437,85.83294951,85.83294951,389.1462219,1817.442901,2818.182223,3369.528311,3790.855267,4503.133903,5886.321567,6826.325447,5805.432935,6649.519012,6151.241144,8082.883788,10182.16375,11164.67727,11129.74745,4016.456459,4188.908274,4374.358872,3548.581859,2987.752772,2336.076441,2134.624861,1934.045537,1752.099095,1587.9329
Asia-Stan,KAZ,Kazakhstan,Fugitive emissions from oil and gas,CO2,3.95309954,3.95309954,4.147414759,4.389926981,4.55530741,4.820749519,5.112909251,5.354315717,5.538910559,5.709496363,5.827768746,5.895259068,6.037281256,3676.678105,3748.184208,3997.689002,3478.810563,3191.32329,7010.870097,6842.041073,1128.887414,4156.994916,4306.354938,3230.83367,4841.752422,4898.795476,5426.38136,6968.702954,8015.168884,7006.120089,8333.230619,8237.751467,11741.96599,11800.44605,11546.53235,12477.32292,12517.9045,11185.94422,11024.76311,10192.01134,7766.603274,9505.538624,7826.901918,7442.749052,7772.860519,7303.93211,5103.319856,4801.45286,4134.88053,3118.599564,2938.335667,3003.848385,2048.835759,2022.182725
